BOTTLE,20240904CCHHYDRO
#BOTTLE,20220817CCHSIOAMB
# Changed I-129 units to expected BQ/M^3, there is no data yet, there are flag 1s
# Changed CALCIUM units to expected MMOL/KG, there is no data yet, there are flag 1s
# Changed D15N_NO3 units to expected /MILLE, there is no data yet, there are flag 1s
#BOTTLE,20220418CCHSIOCBG
# Restored parameters, see history note 
# file posted on 2016-02-17
# Merged parameters: TRITUM, TRITUM_FLAG_W, DELC13, DELC13_FLAG_W, DELC14, DELC14_FLAG_W, C14ERR, TRITER
#                    CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, CFC113, SF6, SF6_FLAG_W
# 20150109CCHSIOCBG
# Merged parameters: DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
# 20141015CCHSIOCBG
# Merged parameters: HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER
# 20140724SIOCCHRJL
# Merged parameters: CFC-12, CFC-12_FLAG_W, CFC-11, CFC-11_FLAG_W, SF6, SF6_FLAG_W
#   data provided by Dong-Ha Min on 20140707
# Changed CFC-12 flags stn88-sampno2 & stn88-sampno15 from flag 2 to 4 per email from Dong-Ha Min on 20140724
# BOTTLE,20130906SIOCCHCBG
# 20130906SIOCCHCBG
# Merged parameters: TCARBN, TCARBN_FLAG_W, ALKALI, ALKALI_FLAG_W, PH_TOT, PH_TOT_FLAG_W, PH_TMP
#  data provided by A. Dickson on 20140306, QC by A. Kozyr
# removed empty column I-129/I-127, to be replaced when final data is submitted along with full parameter metadata 
# 20130906SIOCCHCBG
# combined E and W legs into one file
# added citation information
# some edits to parameter names and units
# BOTTLE,20130709ODF
#
# BOTTLE,20141006PRINUNIVRMK
# BOTTLE,20141211PRINUNIVRMK
# BOTTLE,20160203PRINUNIVRMK
# 10/3/2014 Initialized README file  
# Data source: CDIAC 3/18/14 
# SHIP: R/V Melville 
# Cruise: P02W 3/21 - 5/5/2013 
#       P02E 5/8 - 6/1/2013 
# Region: Pacific at 30N 
# EXPOCODE: 318M20130321 
# DATES: 3/21 - 6/1/2013 
# Chief Scientist: 
#       Leg 1: J.Swift & ;S.Yoshida 
#       Leg 2: S.Mecking & G.Voet 
# 159 stations with 36 place Rosette 
# Hydro: Who - J.Swift; Status - final 
#       Notes:   
# Nutrients: Who - J.Swift; Status - final 
#       Notes: 
# O2: Who - J.Swift; Status -final 
#       Notes: 
# TCO2: Who - R.Feely; Status - final 
#       Notes: final data to CDIAC 3/3/2014 
# TA: Who - A.Dickson; Status - final 
#       Notes: final data to CDIAC 3/6/2014 
# pH: Who - A.Dickson; Status - final 
#       Notes: final data to CDIAC 3/6/2014 
# CFC: Who - D.Ho;D.Min; Status - final 
#       Notes:  
# C14: Who - R.Key;A.McNichol; Status - final 
#       Notes: data from NOSAMS 8/5/15 
# H3/He3: Who - W.Jenkins; Status - final 
#       Notes: He data rcd @ CCHDO 10/1/14 
#       H3 data merged 2/3/16  
# DOC/TDN: Who - DC.Carlson; Status - final 
#       Notes: Data via CDIAC 11/11/14 
# References: 
# Cruise Reports posted at CCHDO: 
# http://cchdo.ucsd.edu/data/co2clivar/pacific/p02/p02_318M20130321/p02_318M20130321do.pdf 
# Metadata at CDIAC: 
# Swift, J., S. Mecking, R. Feely, A. Dickson, C. Carlson, W. Jenkins, A. McNichol, R. Key, D. Ho, D. Sigman, A. Mcdonalds, K. Buesseler, and T. Martz. 2014. Carbon Dioxide, Hydrographic, and Chemical Data Obtained During the R/V Melville Cruise in the Pacific Ocean on GO-SHIP Repeat Hydrography Sections P02_2013 (21 March - 1 June, 2013). http://cdiac.ornl.gov/ftp/oceans/CLIVAR/P02_2013/. Carbon Dioxide Information Analysis Center, Oak Ridge National Laboratory, US Department of Energy, Oak Ridge, Tennessee. doi: 10.3334/CDIAC/OTG.GOSHIP_P02_318M20130321 
#
# DATA CITATION
#| CCHDO Citation Information
#|
#| Please cite data downloaded from CCHDO as: 
#| [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], 
#| [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download].
#| [Applicable CCHDO cruise DOI if provided].
#|
#| For example: 
#| Swift, J. and Becker, S. 2019. CTD data from Cruise 33RR20160321, exchange version. Accessed from CCHDO 
#| https://cchdo.ucsd.edu/cruise/33RR20160321. Access date 2019-08-21. CCHDO cruise DOI: 10.7942/C2008W
#|
#| Information on the scientists who provided the different parameters can be found in the cruise report. 
#| Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers 
#| of the Exchange bottle files.
#|
#| Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. 
#| For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#|
#| For data citation, please use the data providers listed below. 
#|
#| Programs and Principal Investigators
#| 
#| Program                        Affiliation    Principal Investigator   email                     
#| -------------------------------------------------------------------------------------------------
#| CTDO/Rosette, Nutrients, O2,   UCSD/SIO       James H. Swift           jswift@ucsd.edu           
#| Salinity, Data Management                                                                        
#| Transmissometer                TAMU           Wilf Gardner             wgardner@ocean.tamu.edu   
#| ADCP, LADCP                    UHawaii        Eric Firing              efiring@soest.hawaii.edu  
#| CFCs, SF6 
#|                leg 1 (W)       UHawaii        David Ho                 ho@hawaii.edu             
#|                leg 2 (E)       UT-Austin      Dong-Ha Min              dongha@austin.utexas.edu  
#| 3He, 3H                        WHOI           William Jenkins          wjenkins@whoi.edu         
#| DIC (Total CO2)                NOAA/PMEL      Richard Feely            Richard.A.Feely@noaa.gov  
#| pH, Total Alkalinity           UCSD/SIO       Andrew Dickson           adickson@ucsd.edu         
#| DOC, TDN                       UCSB           Craig Carlson            carlson@lifesci.ucsb.edu  
#| Radiocarbons (13C, 14C)        WHOI           Ann McNichol             amcnichol@whoi.edu        
#|                                Princeton      Robert Key               401 Sayre Hall
#|                                                                        Princeton University
#|                                                                        08544 Princeton , NJ
#| d15N-NO3, d18O-NO3             Princeton      Daniel Sigman            sigman@princeton.edu      
#| 137Cs, 134Cs, 90Sr             WHOI           Ken Buesseler            kbuesseler@whoi.edu       
#|                                               Alison Macdonald         amacdonald@whoi.edu       
#| 129I, 127I                     LLNL           Tom Guilderson           guilderson1@llnl.gov      
#| Density                        UMiami/RSMAS   Frank Millero            fmillero@rsmas.miami.edu  
#| Dissolved Calcium              UCSD/SIO       Todd Martz               trmartz@ucsd.edu          
#| Argo Floats                    NOAA/PMEL      Gregory C. Johnson       Gregory.C.Johnson@noaa.gov
#| pCO2 Underway Data             NOAA           Richard Feely            Richard.A.Feely@noaa.gov 
#| EIMS Underway Data             UWash          Paul D. Quay             pdquay@uw.edu             
#| (N2, O2, Ar and CO2)                          Hilary Palevsky          palevsky@uw.edu           
#| Ship's Underway Data           UCSD/SIO       Frank Delahoyde          fdelahoyde@ucsd.edu       
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,DOC,DOC_FLAG_W,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,HELIER,DELHE3,DELHE3_FLAG_W,DELHER,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,TDN,TDN_FLAG_W,NEON,NEON_FLAG_W,NEONER,I-129,I-129_FLAG_W,CS-137,CS-137_FLAG_W,CS-134,CS-134_FLAG_W,SR-90,SR-90_FLAG_W,CALCIUM,CALCIUM_FLAG_W,D15N_NO3,D15N_NO3_FLAG_W,D18O_NO3,D18O_NO3_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,LAB_DEN,LAB_DEN_FLAG_W,SALTREF,SALTREF_FLAG_W
,,,,,,,,,,,METERS,DBAR,ITS-90,PSS-78,,PSS-78,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,UMOL/KG,,PMOL/KG,,PMOL/KG,,PMOL/KG,,FMOL/KG,,UMOL/KG,,UMOL/KG,,,,DEG C,UMOL/KG,,TU,,TU,NMOL/KG,,NMOL/KG,PERCNT,,PERCNT,ITS-90,,/MILLE,,/MILLE,,/MILLE,UMOL/KG,,NMOL/KG,,NMOL/KG,BQ/M^3,,BQ/M^3,,BQ/M^3,,DM/.1MG,,MMOL/KG,,/MILLE,,/MILLE,,,,,,KG/M^3,,G/KG,
318M20130321  ,P02W       ,1       ,  2,9          ,9          ,2,20130322,2205,  32.5068, 133.0297,      163,      8.3,  19.2122,  34.6923,2,     -999,9,    220.5,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  19.2127,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,     -999,1,     -999,1,     -999,1,     -999,1,     -999,9,     -999,9,     -999,9,20130322,2222,  32.5064, 133.0293,     -999,9,     -999,9
318M20130321  ,P02W       ,1       ,  2,8          ,8          ,2,20130322,2205,  32.5068, 133.0297,      163,      8.3,  19.1946,  34.6927,2,  34.6931,2,    220.6,2,    220.7,2,     3.51,2,     1.55,2,     0.19,2,     0.19,2,    2.199,2,    1.291,2,    0.132,2,   1.6200,2,   2005.1,6,  2280.24,2,   8.0083,6,    25.00,    58.70,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  19.1942,2,     -999,9,     -999,9,     -999,     5.94,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2222,  32.5065, 133.0293,     -999,9,  34.8567,2
318M20130321  ,P02W       ,1       ,  2,10         ,10         ,2,20130322,2205,  32.5068, 133.0297,      163,      8.4,  19.2184,  34.6924,2,     -999,9,    220.5,2,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  19.2171,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,     -999,9,     -999,1,     -999,1,     -999,1,     -999,9,     -999,9,     -999,9,20130322,2223,  32.5064, 133.0293,     -999,9,     -999,9
318M20130321  ,P02W       ,1       ,  2,7          ,7          ,2,20130322,2205,  32.5068, 133.0297,      163,     23.1,  19.2088,  34.6911,2,  34.6889,2,    220.9,2,    221.3,2,     3.51,2,     1.57,2,     0.19,2,     0.19,2,    2.619,2,    1.285,2,    0.132,2,   1.7100,2,   2006.4,2,  2281.34,2,   8.0089,6,    25.00,    57.91,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  19.2080,2,     -999,9,     -999,9,     -999,     6.06,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2220,  32.5066, 133.0294,     -999,9,  34.8525,2
318M20130321  ,P02W       ,1       ,  2,6          ,6          ,2,20130322,2205,  32.5068, 133.0297,      163,     43.7,  19.2142,  34.6911,2,  34.6888,2,    221.4,2,    221.2,2,     3.51,2,     1.58,2,     0.19,2,     0.20,2,    2.212,2,    1.285,2,    0.118,2,   1.5900,2,     -999,9,     -999,9,     -999,9,     -999,    58.41,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  19.2147,2,     -999,9,     -999,9,     -999,     5.24,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2217,  32.5067, 133.0295,     -999,9,  34.8524,2
318M20130321  ,P02W       ,1       ,  2,5          ,5          ,2,20130322,2205,  32.5068, 133.0297,      163,     68.5,  18.7448,  34.6769,2,  34.6765,2,    224.6,2,    224.8,2,     2.83,2,     1.12,2,     0.34,2,     0.20,2,    2.723,2,    1.315,2,    0.146,2,   1.6500,2,   2005.9,2,  2280.54,6,   8.0077,2,    25.00,    58.47,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  18.7404,2,     -999,9,     -999,9,     -999,     5.92,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2215,  32.5068, 133.0295,     -999,9,  34.8400,2
318M20130321  ,P02W       ,1       ,  2,4          ,4          ,2,20130322,2205,  32.5068, 133.0297,      163,     93.9,  18.3980,  34.6805,2,  34.6911,3,    225.1,2,    225.0,2,     3.32,2,     1.56,2,     0.26,2,     0.20,2,    2.524,2,    1.336,2,    0.146,2,   1.7300,2,     -999,9,     -999,9,     -999,9,     -999,    59.16,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  18.3981,2,     -999,9,     -999,9,     -999,     6.36,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2213,  32.5068, 133.0295,     -999,9,  34.8547,3
318M20130321  ,P02W       ,1       ,  2,3          ,3          ,2,20130322,2205,  32.5068, 133.0297,      163,    118.8,  18.0617,  34.6662,2,  34.6680,2,    221.1,2,    221.1,2,     4.00,2,     2.34,2,     0.26,2,     0.25,2,    2.410,2,    1.348,2,    0.127,2,   1.6400,2,   2009.2,2,  2282.04,6,   7.9893,2,    25.00,    58.86,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  18.0605,2,     -999,9,     -999,9,     -999,     7.00,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2210,  32.5068, 133.0295,     -999,9,  34.8315,2
318M20130321  ,P02W       ,1       ,  2,2          ,2          ,2,20130322,2205,  32.5068, 133.0297,      163,    144.2,  16.5883,  34.6015,2,  34.6022,2,    197.0,2,    197.0,2,     9.08,2,     6.69,2,     0.18,2,     0.53,2,    2.488,2,    1.356,2,    0.077,2,   1.5300,2,   2049.4,2,  2281.44,2,   7.9206,6,    25.00,    52.55,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  16.6126,3,     -999,9,     -999,9,     -999,     9.94,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2207,  32.5068, 133.0296,     -999,9,  34.7653,2
318M20130321  ,P02W       ,1       ,  2,1          ,1          ,2,20130322,2205,  32.5068, 133.0297,      163,    159.0,  16.3022,  34.5917,2,  34.5917,2,    190.3,2,    190.4,2,    10.64,2,     7.85,2,     0.13,2,     0.59,2,    2.595,2,    1.343,2,    0.079,2,   1.4500,2,   2059.6,6,  2277.44,2,   7.9018,2,    25.00,    53.92,2,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  16.2940,2,     -999,9,     -999,9,     -999,    12.45,2,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,20130322,2205,  32.5068, 133.0297,     -999,9,  34.7548,2
318M20130321  ,P02W       ,2       ,  1,20         ,20         ,2,20130323,0011,  32.4468, 133.1832,      877,      3.0,  19.2960,  34.6997,2,  34.7000,2,    226.5,2,    228.0,2,     2.83,2,     0.75,2,     0.11,2,     0.12,2,    2.673,2,    1.312,2,    0.152,2,   1.6300,2,   1998.1,6,  2280.94,2,   8.0228,2,    25.00,     -999,9,     -999,9,     -999,     -999,9,     -999,     -999,9,     -999,  19.2933,2,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,     -999,9,     -999,9,     -999,9,     -999,9,     -999,9,     -999,1,     -999,1,20130323,0106,  32.4466, 133.1835,     -999,9,  34.8636,2
